Kontrwywiad II Rzeczypospolitej	Andrzej Pepłoński	Bellona	Odzyskanie niepodległości w 1918 roku postawiło przed młodym państwem polskim zadanie strzeżenia z takim trudem odzyskanej suwerenności, tym bardziej że terytorium II Rzeczypospolitej starały sie penetrować obce służby wywiadowcze, zwłaszcza niemieckie i sowieckie. Porównanie metod stosowanych przez obce wywiady, natężenia i kierunków szpiegostwa, sposobów walki stosowanych przez polski kontrywiad, akcji szpiegowskich i kontrwywiadowczych przedstawionych na podstawie dokumentów archiwalnych jest tematem tej książki, kolejnej monografii profesora Andrzeja Pepłońskiego.
Formacje Korpusu Ochrony Pogranicza w 1939 roku	Prochwicz Jerzy R.	Neriton	Niniejsza praca obejmuje okres od powstsnia KOP w 1924 roku do października 1939 roku. Zawarto w niej opis i analizę przygotowań wojennych KOP oraz przebiegu działań bojowych. Do jej opracowania autor wykorzystał materiały źródłowe z archiwów krajowych i zagranicznych, relacje i wspomnienia
Konspiracja polska w Rumunii 1939-1945. Tom 1	Tadeusz Dubicki	Adiutor	W sposób nieoczekiwany dla władz w Bukareszcie po 17 września 1939 roku na terenie Rumunii znalazła się znaczna liczba polskich uchodźców, szukających tam schronienia, uciekających przed wkraczającymi na ziemie polskie wojskami sowieckimi. Rzesza owa liczyła około 50 tysięcy osób. Byli to ludzie, którzy nie chcieli się poddać. Chcieli walczyć. Podjęli więc konkretne działania, które zostały opisane w niniejszej książce. Autor w pierwszym tomie skoncentrował się na latach 1939-1940. Publikacja ma charakter dobrze udokumentowanej pracy naukowej. 
23 Brasławska Brygada Partyzancka Armii Krajowej	Aleksander Szemiel	Oficyna Wydawnicza	"Niniejsze wspomnienia napisane zostały przez żołnierza 4-tej kompanii 23 Brasławskiej Brygady Partyzanckiej Armii Krajowej kol. Aleksandra Szemiela ps. ""Wiatr"". Opisuje on w nich przeżycia partyzantów - żołnierzy, ich rozterki, trudy dnia codziennego, podporządkowanie się rygorom stawianym im przez dowódców, poznawanie podstawowych zasad posługiwania się nieznaną często bronią, zdobywaną z narażeniem życia. Spostrzeżenia tego żołnierza są obiektywne i pozbawione skłonności do ubarwiania akcji - często też krytyczne. Dają one możność poznania nurtujących ich problemów."
Jazda Rzeczypospolitej Polskiej w okresie od 12 X 1918 do 25 IV 1920	Aleksander Smoliński	Adam Marszałek	Książka omawia dzieje formacji jazdy polskiej (szwadronów, dywizjonów, pułków, brygad, i jedynej wówczas dywizji), jakie powstały w pierwszym okresie istnienia Odrodzonej Rzeczypospolitej. W pracy przedstawiono rozwój organizacyjny formacji, przekształcenia struktualne oraz ich rozwój liczebny na przestrzeni pierwszych dziewiętnastu miesięcy istnienia niepodległego państwa polskiego. Problematyka ta pokazana została na tle potrzeb wynikających z toczonych ówczesnie walk o granice Rzeczypospolitej Polskiej.
Drugie dywizje w bojach o Polskę	Margules J.	Bellona	Książka płk. Józefa Margulesa, wynik wieloletnich badań archiwalnych w Polsce i zagranicą, jest monografią dywizji piechoty oznaczonych cyfrą 2. Swym zasięgiem obejmuje lata 1776-2000. Dzieje bojów jedenastu dywizji piechoty uwzględniają m.in. 2 Dywizję Legionów Piechoty Armii Krajowej oraz 2 Brygadę Zmechanizowaną Legionów im. Marszałka Józefa Piłsudskiego.
Kresowe osadnictwo wojskowe 1920-1945	Stobniak-Smogorzewska J.	Rytm	Tematem książki jest historia osadnictwa wojskowego na Kresach Wschodnich II Rzeczypospolitej, zapoczątkowana ustawą sejmową z 17 grudnia 1920 roku o nadaniu ziemi zasłużonym żołnierzom, a zakończona w latach 1940-1945 zagładą grupy osadniczej, deportowanej w głąb Związku Sowieckiego. To pierwsza praca na ten temat w polskim piśmiennictwie. Autorka szeroko omawia pierwsze trudne lata żołnierzy-osadników, późniejsze ich osiągnięcia, stosunki z miejscową ludnością. Informuje o ich życiu codziennym i publicznym, zaangażowaniu w gospodarcze i kulturalne sprawy kresowe, o metodach wychowawczych młodego pokolenia. Wiele miejsca poświęca omówieniu zagadnienia osadnictwa wojskowego w polityce kresowej kolejnych rządów RP i pracy parlamentu.
Narodowe Siły Zbrojne na Podlasiu, tom 3	Mariusz Bechta, Żebrowski L.	Oficyna Wydawnicza Rekonkwista	Książka ukazuje historię Narodowych Sił Zbrojnych na Podlasiu (w latach 1939-1952) poprzez dokumenty, opracowania i wspomnienia. Stanowi ona doskonałe źródło wiedzy o wydarzeniach z tamtych lat.
Konspiracja dolnośląska AK-WiN (1945-1948)	Tomasz Balbus	GAJT	Jest to praca oparta na wszechstronnych studiach źródłowych i kilkuletnich badaniach archiwalnych. Ukazuje ona najważniejsze informacje strukturalne, biograficzne i rzeczowe związane z działającą na terenie Dolnego Śląska w latach 1945-1948 konspiracją niepodległościową AK-WiN. Ponadto w niniejszej publikacji znajdą Państwo kilkadziesiąt reprodukcji unikalnych fotografii i dokumentów.
Wojsko i politycy. Od Berlinga do Komorowskiego	Stanisław Dronicz	Agencja Wydawnicza CB	"Książka ""Wojsko i politycy"" to nie pozbawiona wątków autobiograficznych opowieść o dziejach Ludowego Wojska Polskiego oraz Wojska Polskiego po transformacji ustrojowej.Autor prezentuje sylwetki wszystkich ministrów obrony narodowej dodając wiele informacji nieznanych bądź własne spostrzeżenia i oceny."
Obroża w konspiracji i Powstaniu Warszawskim	Sawicki Jacek Z.	Bellona	"Wnikliwe studium o Armii Krajowej na przedpolach stolicy.Udokumentowana na podstawie pieczołowicie zebranych rozkazów, meldunków, strzępów sprawozdań, a także relacji ludzi z terenów podwarszawskich. Jest to opowieść o: postawie tych osób wobec okupanta, konspiracji, podziemnej walce i martyrologii, udziale w sierpniowym powstaniu 1944 roku, a także o powojennym dramacie ""Zaplutych karłów reakcji"". Książka, opisując zaplecze Warszawy, wypełnia istotną lukę w historiografii Polskiego Państwa Podziemnego. Jej walorem jest drobiazgowa faktografia i przejrzysta narracja."
Korpus Ochrony Pogranicza 1924-1939	Prochwicz J.	Barwa i Broń	Wraz z odzyskaniem przez Polskę niepodległości w 1918 roku pojawił się problem ochrony jej terytorium. W celu zabezpieczenia granic powołano Korpus Ochrony Pogranicza. Autor opisując tę formację skupił się na jej organizacji i roli w systemie obrony państwa. Przedstawił również jej uzbrojenie i umundurowanie. Natomiast szczegółowe przedstawienie struktur organizacyjnych w postaci wykresów kolejnych korpusów znajdą Państwo w aneksach.
Wojsko Polskie pierwszej dekady transformacji	Stanisław Jarmoszko	Adam Marszałek	Szczegółowa, rzetelnie udokumentowana praca naukowa poruszająca zagadnienia związane z przemianami w polskim wojsku w ostatnich latach.
Rzeczpospolita podziemna	Tomasz Strzembosz	Krupski i S-ka	Polskie Państwo Podziemne było zjawiskiem wyjątkowym w skali okupowanej przez Niemców Europy. Wszelkie zagadnienia związane z jego organizowaniem, funkcjonowaniem, strukturą zostały omówione w niniejszej publikacji. Jest to praca rzetelna, oparta na bazie źródłowej. Posiada walory pozycji naukowej, jednak została napisana przystępnym, jasnym językiem.
Okręg Wileński AK w latach 1944-1948	Piotr Niwiński	Oficyna Wyd. Volumen	Niniejsza praca stanowi zwieńczenie kilkuletnich badań autora nad dziejami Okręgu Wileńskiego AK. Jest to praca o charakterze naukowym, oparta na bogatym materiale źródłowym i rzetelnej analizie prac z owego działu historii. Dołączono do niej szczegółowo opracowane, interesujące aneksy, fotografie i bibliografię.
Na ścieżkach polskich komandosów	Mirosław Derecki	LTW	"Książka ""Na ścieżkach polskich komandosów', której nowe pełne wydanie prezentujemy, buła pierwszą na krajowym rynku wydawniczym próbą przedstawienia historii Samodzielnej Kompanii Commando w latach II wojny światowej, działającej początkowo w ramach 10 Międzalianckiego Commando pod dowództwem brytyjskim, a następnie w ramach 2 Korpusu pod dowództwem generała Władysława Andersa. Autor, tworząc swoją pracę, oparł się nie tylko na opublikowanych już wcześniej na emigracji opracowaniach, ale również na dziennikach bojowych, wspomnieniach i rozmowach z uczestnikami opisywanych wydarzeń. Powstała z tego książka, którą czyta się z wielkim zainteresowaniem ze względu na jej walory poznawcze. "
305 Dywizjon Bombowy Ziemi Wielkopolskiej i Lidzkiej im. Marszałka Józefa Piłsudskiego	Zieliński J.	Bellona	305. Dywizjon Bombowy był kolejnym, czwartym dywizjonem bombowym. Jego dzieje zostały szczegółowo omówione w niniejszej monografii.
306 Dywizjon Myśliwski Toruński	Wojtek Matusiak	Bellona	306. Dywizjon Myśliwski był trzecim polskim dywizjonem myśliwskim sformowanym w Wielkiej Brytanii. Gotowość bojową osiągnął pod koniec 1940 roku, a ostatnie zwycięstwo powietrzne odniósł w kwietniu 1945 roku. Jego dzieje są pasjonującą historią.
303 Dywizjon Myśliwski Warszawski im. Tadeusza Kościuszki	Zieliński J.	Bellona	303. Dywizjon Myśliwski był drugim dywizjonem myśliwskim utworzonym w ramach Polskich Sił powietrznych w Wielkiej Brytanii. Został zorganizowany w Blackpool w lipcu 1940 roku, w okresie kiedy już trwały działania powietrzne w ramach bitwy o Anglię. Dywizjon był chlubą Polskich Sił Zbrojnych... Ojczyzna nie doczekała się powrotu najsłynniejszego dywizjonu. Lotnikom pozostała gorzka radość z zakończenia wojny i duma z dobrze wypełnionego obowiązku.
Żelazna Karpacka II Brygada Legionów Polskich w fotografii	Przemysław Waingertner	Ibidem	Przepięknie opracowany album, w którym zebrano czarno-białe fotografie przedstawiające historię Żelaznej Karpackiej II Brygady Legionów Polskich. Zebrano w nim unikatowe, dotąd nigdzie nie publikowane zdjęcia.
Polskie lotnictwo we Francji 1940	Belcarz B.	Stratus	Polecamy Państwu książkę, w której omówionowszelkie zagadnienia dotyczące formowania, organizowania oraz działalności polskiego lotnictwa we Francji. Zawarto w niej liczne fotografie, mapy, schematy i tabele.
Szary wilk atakuje	Alaluquetas J.	Bellona	Na kanwie opowieści o rejsie okrętu podwodnego U-68, dowodzonego przez kpt. Mertena, autor wprowadza czytelnika w tematykę wojny podwodnej, której wygranie przez aliantów zadecydowało w dużej mierze o zwycięstwie nad III Rzeszą. W książce tej można znaleźć zasady formowania i ruchu konwojów atlantyckich, metody ich zwalczania przez niemieckich dowódców, taktykę i strategię działania U-Bootów, życie codzienne na ich pokładach. Liczne dodatki i tabele zawierają wiele informacji dotyczących wojny podwodnej, m.in. liczbę wodowanych przez Niemcy U-Bootów, opisy poszczególnych ich typów, wykaz operacji prowadzonych przeciw żegludze sprzymierzonych, techniki podchodzenia i atakowania przeciwnika, zasady rekrutowania i szkolenia załóg, a także szczegółowe dane techniczne dotyczące tych jednostek oraz ich uzbrojenia pokładowego i torpedowego.
Historia działań specjalnych od wojny trojańskiej do II wojny światowej	Królikowski H.	Bellona	Działania specjalne zmierzające do porażenia systemu obrony przeciwnika, przy zaangażowaniu jak najmniejszych środków własnych, w sytuacji kiedy zawodziły działania regularne, jest tak stare jak historia wojen. Przykłady takie można odnotować już w okresie wojny trojańskiej, wypraw krzyżowych, wielkich odkryć geograficznych, wojen napoleońskich. Historia wojskowa Polski też dostarcza przykładów takich działań od czasów pierwszych władców piastowskich, po okres międzywojenny.
Bitwa pod Talavera de la Reyna	Przemysław Gawron	Wydawnictwo Inforteditions	Publikacja ta dotyczy wydarzeń kampanii 1808-1809 roku prowadzonej na Półwyspie Iberyjskim. Wówczas to miało miejsce pierwsze starcie wojsk dowodzonych przez późniejszego zwycięzcę spod Waterloo z Francuzami i jeden z pierwszych przypadków zastosowania przez Wellingtona taktyki, która przyniosła mu w 1815 roku sukces.
Operacja Lew Morski	Kieser E.	Bellona	"Jest to pierwsza w Polsce książka o planowanej niemieckiej inwazji na Wyspy Brytyjskie latem 1940 roku, oznaczonej kryptonimem \""Lew Morski\"". Inwazji, która nigdy nie doszła do skutku. Autor ukazał działania obu stron - niemieckiej i brytyjskiej - kulisy przygotowań wojskowych, przedsięwzięć politycznych, gospodarczych oraz naukowych i społecznych związanych z inwazją. Dnia 18 września Niemcy odwołali jej termin, przesuwając lądowanie na wiosnę, potem zaś zrezygnowano z tego planu. Polecamy tę książkę wszystkim miłośnikom historii II wojny Swiatowej oraz militariów."
Guadalcanal	Samuel E. Morrison	Finna	Bitwa o Guadalcanal to bodaj najdziwniejsza i najbardziej dramatyczna bitwa na Pacyfiku. Jej szczegółowe omówienie znajdą Państwo w niniejszej książce, napisanej przez człowieka będącego autorytetem w tej dziedzinie historii.  
Historia wojskowości. Starożytność - średniowiecze	Dupuy R. E., Dupuy T. N.	Bellona	"Pierwsze w języku polskim wydanie monumentalnej \""Historii wojskowośći\"". Niniejszy tom stanowi pierwszą z trzech zaplanowanych części i obejmuje wydarzenia od czasów najdawniejszych aż po koniec średniowiecza."
Atlas wojen XX wieku	Pascal Boniface	Bellona	Kosowo, Czeczenia, Rwanda, Timor... Wojny nie tylko zniknęły z map świata, jak się tego spodziewano po upadku muru berlińskiego, ale wręcz przeciwnie - są dziś bardziej okrutne i krwawe niż dawniej. Jakie zagrożenia wynikają z  konfliktów, które obecnie trwają? Czy będą się one rozprzestrzeniać? Jakie są przyczyny, cechy charakterystyczne i ogólne zarysy konfliktów dnia jutrzejszego? Jakie ambicje polityczne i cele strategiczne będą określały nasz świat w przyszłości?
50 bitew, które zmieniły bieg historii nowożytnej	Tim Newark	Kurpisz	W książce tej opisano najważniejsze bitwy minionych dwustu lat. Każda bitwa - ilustrowana mapkami, planami, rycinami z epoki, relacjami uczestników i archiwalnymi fotografiami - przedstawiona została w szerszym kontekście historycznym. Autor ukazał ewolucję wojen - od małych, lokalnych konfliktów po wojny światowe ery nowożytnej. Starał się również omówić mechanizmy mobilizujące ludzi do chwytania za broń.
Historia II wojny światowej	Grzybek D., Marcinek R., Polit J.	Kluszczyński	Nastepstwa II wojny światowej nadal stanowią fundament współczesnego świata. Jej historia jest nie tylko przerażająca, ale i pasjonująca. Ten właśnie aspekt starali się uwypuklić w książce jej autorzy, kreśląc nie tylko najważniejsze wątki konfliktu, ale też przybliżając czytelnikom szczegóły, bez których opis globalnych zmagań stałby się jedynie statystyką ofiar. Atutem publikacji jest również bogaty materiał ilustracyjny.
Historia I wojny światowej	Andy Wiest	Świat Książki	Jest to obraz jednego z największych konfliktów zbrojnych naszej epoki, który przyniósł śmierć 23 milionom żołnierzy i doprowadził do zasadniczych zmian na mapie politycznej Europy i świata. W książce odtworzono przebieg najważniejszych bitew i kampanii. Tekst uzupełniają barwne mapy i liczne ilustracje. Publikacja ta stanowi prawdziwe kompendium wiedzy faktograficznej i ikonograficznej.
